Año,month,day,hour,dayWeek,rentalPlace,weatherConditions,temperature,humidity,wind,pressure,rentalAmount
2022,10,1,6,6,Castillo de la Luz,Lluvia ligera,21,0.78,26,1016,1
2022,10,1,6,6,Oficina Sítycleta (elect.),Lluvia ligera,21,0.78,26,1016,1
2022,10,1,6,6,Parque Santa Catalina,Lluvia ligera,21,0.78,26,1016,1
2022,10,1,6,6,Plaza de España (elect.),Lluvia ligera,21,0.78,26,1016,2
2022,10,1,6,6,Plaza de la feria,Lluvia ligera,21,0.78,26,1016,1
2022,10,1,6,6,Plazoleta de Farray,Lluvia ligera,21,0.78,26,1016,1
2022,10,1,7,6,Obelisco,Nubes dispersas,21.5,0.71,29.5,1016,1
2022,10,1,7,6,Oficina Sítycleta (elect.),Nubes dispersas,21.5,0.71,29.5,1016,1
2022,10,1,8,6,Intermodal El Rincón,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,Parque del Estadio Insular,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,Plaza de la feria,Mayormente cubierto,21,0.83,27,1017,2
2022,10,1,8,6,Plaza del Pilar,Mayormente cubierto,21,0.83,27,1017,2
2022,10,1,8,6,Plaza O'Shanahan,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,Plazoleta de Farray,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,San Bernardo,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,San Cristóbal,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,San Telmo,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,8,6,Vega de San José,Mayormente cubierto,21,0.83,27,1017,1
2022,10,1,9,6,Barranquillo Don Zoilo,Nubes dispersas,22.5,0.67,30.5,1017,2
2022,10,1,9,6,Base Naval,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,C.C. El Muelle,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,C.C. La Minilla,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Cabildo de Gran Canaria,Nubes dispersas,22.5,0.67,30.5,1017,3
2022,10,1,9,6,Castillo de la Luz,Nubes dispersas,22.5,0.67,30.5,1017,3
2022,10,1,9,6,Churruca,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Ciudad de la Justicia,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Ciudad Deportiva,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Gabinete Literario,Nubes dispersas,22.5,0.67,30.5,1017,2
2022,10,1,9,6,Las Canteras - Luis Morote,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,León y Castillo,Nubes dispersas,22.5,0.67,30.5,1017,2
2022,10,1,9,6,Mercado Central,Nubes dispersas,22.5,0.67,30.5,1017,2
2022,10,1,9,6,Obelisco,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Plaza de América,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Plaza de la feria,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Plaza del Pilar,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Plaza O'Shanahan,Nubes dispersas,22.5,0.67,30.5,1017,3
2022,10,1,9,6,San Telmo,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Teatro Pérez Galdós,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,9,6,Torre Las Palmas,Nubes dispersas,22.5,0.67,30.5,1017,1
2022,10,1,10,6,Ayuntamiento,Nubes dispersas,23.5,0.61,40,1018,2
2022,10,1,10,6,Barranquillo Don Zoilo,Nubes dispersas,23.5,0.61,40,1018,2
2022,10,1,10,6,Base Naval,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,C.C. La Minilla,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Canódromo,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Churruca,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Ciudad de la Justicia,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,El Sebadal (elec.),Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Hoya de la Plata,Nubes dispersas,23.5,0.61,40,1018,2
2022,10,1,10,6,Las Canteras - Luis Morote,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,León y Castillo,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Mercado Central,Nubes dispersas,23.5,0.61,40,1018,3
2022,10,1,10,6,Obelisco,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Parque del Estadio Insular,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Parque Santa Catalina,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Plaza de España,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Plaza de España (elect.),Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Plaza de la feria,Nubes dispersas,23.5,0.61,40,1018,2
2022,10,1,10,6,Plaza O'Shanahan,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Plaza San Agustín,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Plazoleta de Farray,Nubes dispersas,23.5,0.61,40,1018,4
2022,10,1,10,6,San Bernardo,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,San Telmo,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Teatro Pérez Galdós,Nubes dispersas,23.5,0.61,40,1018,8
2022,10,1,10,6,Torre Las Palmas,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,10,6,Torre Woermann,Nubes dispersas,23.5,0.61,40,1018,1
2022,10,1,11,6,Barranquillo Don Zoilo,Nubes dispersas,24.5,0.59,39,1017,2
2022,10,1,11,6,Base Naval,Nubes dispersas,24.5,0.59,39,1017,3
2022,10,1,11,6,C.C. El Muelle,Nubes dispersas,24.5,0.59,39,1017,3
2022,10,1,11,6,Castillo de Mata (elect.),Nubes dispersas,24.5,0.59,39,1017,1
