Año,month,day,hour,dayWeek,rentalPlace,weatherConditions,temperature,humidity,wind,pressure,rentalAmount
2022,3,1,6,2,Base Naval,Mayormente cubierto,18,0.66,38,1021.5,1
2022,3,1,6,2,IES Mesa y López,Mayormente cubierto,18,0.66,38,1021.5,1
2022,3,1,6,2,Mercado Central,Mayormente cubierto,18,0.66,38,1021.5,1
2022,3,1,6,2,Parque del Estadio Insular,Mayormente cubierto,18,0.66,38,1021.5,1
2022,3,1,6,2,Plaza de España,Mayormente cubierto,18,0.66,38,1021.5,1
2022,3,1,6,2,Plaza de España (elect.),Mayormente cubierto,18,0.66,38,1021.5,1
2022,3,1,7,2,Las Canteras - Luis Morote,Mayormente cubierto,18,0.66,36,1022,1
2022,3,1,7,2,León y Castillo,Mayormente cubierto,18,0.66,36,1022,1
2022,3,1,7,2,Piscina Julio Navarro,Mayormente cubierto,18,0.66,36,1022,1
2022,3,1,7,2,Plaza O'Shanahan,Mayormente cubierto,18,0.66,36,1022,1
2022,3,1,7,2,Plazoleta de Farray,Mayormente cubierto,18,0.66,36,1022,1
2022,3,1,7,2,Torre Las Palmas,Mayormente cubierto,18,0.66,36,1022,1
2022,3,1,8,2,Ayuntamiento,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,C.C. La Minilla,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Ciudad de la Justicia,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Intermodal El Rincón,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Las Canteras - Luis Morote,Mayormente cubierto,18.5,0.62,32.5,1023,2
2022,3,1,8,2,León y Castillo,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Mercado Central,Mayormente cubierto,18.5,0.62,32.5,1023,3
2022,3,1,8,2,Oficina de la Sitycleta,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Plaza de España (elect.),Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Plaza de la feria,Mayormente cubierto,18.5,0.62,32.5,1023,2
2022,3,1,8,2,Plaza del Pilar,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Plaza O'Shanahan,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Plaza San Agustín,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Plazoleta de Farray,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,San Bernardo,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,San Telmo,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,8,2,Teatro Pérez Galdós,Mayormente cubierto,18.5,0.62,32.5,1023,1
2022,3,1,9,2,Barranquillo Don Zoilo,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,Castillo de la Luz,Nubes dispersas,19.5,0.6,40,1023.5,3
2022,3,1,9,2,Ciudad de la Justicia,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,IES Mesa y López,Nubes dispersas,19.5,0.6,40,1023.5,2
2022,3,1,9,2,León y Castillo,Nubes dispersas,19.5,0.6,40,1023.5,2
2022,3,1,9,2,Mercado Central,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,Obelisco,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,Parque Santa Catalina,Nubes dispersas,19.5,0.6,40,1023.5,3
2022,3,1,9,2,Plaza de la feria,Nubes dispersas,19.5,0.6,40,1023.5,3
2022,3,1,9,2,Plaza O'Shanahan,Nubes dispersas,19.5,0.6,40,1023.5,2
2022,3,1,9,2,Plazoleta de Farray,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,San Bernardo,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,San Cristóbal,Nubes dispersas,19.5,0.6,40,1023.5,2
2022,3,1,9,2,Torre Woermann,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,9,2,Vega de San José,Nubes dispersas,19.5,0.6,40,1023.5,1
2022,3,1,10,2,Ayuntamiento,Parcialmente cubierto,20,0.6,46,1024,6
2022,3,1,10,2,C.C. El Muelle,Parcialmente cubierto,20,0.6,46,1024,2
2022,3,1,10,2,C.C. La Minilla,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Castillo de la Luz,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Churruca,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,León y Castillo,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Obelisco,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Oficina de la Sitycleta,Parcialmente cubierto,20,0.6,46,1024,2
2022,3,1,10,2,Parque del Estadio Insular,Parcialmente cubierto,20,0.6,46,1024,3
2022,3,1,10,2,Parque Santa Catalina,Parcialmente cubierto,20,0.6,46,1024,2
2022,3,1,10,2,Piscina Julio Navarro,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Plaza de América,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Plaza de España,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Plaza de España (elect.),Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Plaza de la feria,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,Plaza del Pilar,Parcialmente cubierto,20,0.6,46,1024,2
2022,3,1,10,2,Plazoleta de Farray,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,10,2,San Cristóbal,Parcialmente cubierto,20,0.6,46,1024,2
2022,3,1,10,2,Teatro Pérez Galdós,Parcialmente cubierto,20,0.6,46,1024,3
2022,3,1,10,2,Torre Las Palmas,Parcialmente cubierto,20,0.6,46,1024,1
2022,3,1,11,2,Base Naval,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Castillo de la Luz,Mayormente cubierto,20.5,0.62,50,1024,3
2022,3,1,11,2,Castillo de Mata (elect.),Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Churruca,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Intermodal El Rincón,Mayormente cubierto,20.5,0.62,50,1024,1
2022,3,1,11,2,Las Canteras - Luis Morote,Mayormente cubierto,20.5,0.62,50,1024,1
2022,3,1,11,2,León y Castillo,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Mercado Central,Mayormente cubierto,20.5,0.62,50,1024,4
2022,3,1,11,2,Oficina de la Sitycleta,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Parque del Estadio Insular,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Parque Santa Catalina,Mayormente cubierto,20.5,0.62,50,1024,3
2022,3,1,11,2,Paseo de Chil - Av. Escaleritas,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Plaza de España,Mayormente cubierto,20.5,0.62,50,1024,3
2022,3,1,11,2,Plaza de España (elect.),Mayormente cubierto,20.5,0.62,50,1024,1
2022,3,1,11,2,Plaza de la feria,Mayormente cubierto,20.5,0.62,50,1024,1
2022,3,1,11,2,Plaza del Pilar,Mayormente cubierto,20.5,0.62,50,1024,1
2022,3,1,11,2,Plaza O'Shanahan,Mayormente cubierto,20.5,0.62,50,1024,8
2022,3,1,11,2,Plazoleta de Farray,Mayormente cubierto,20.5,0.62,50,1024,5
2022,3,1,11,2,San Telmo,Mayormente cubierto,20.5,0.62,50,1024,5
2022,3,1,11,2,Teatro Pérez Galdós,Mayormente cubierto,20.5,0.62,50,1024,2
2022,3,1,11,2,Torre Las Palmas,Mayormente cubierto,20.5,0.62,50,1024,1
2022,3,1,12,2,Ayuntamiento,Mayormente cubierto,21,0.6,50,1024,1
2022,3,1,12,2,Base Naval,Mayormente cubierto,21,0.6,50,1024,7
