Año,month,day,hour,dayWeek,rentalPlace,weatherConditions,temperature,humidity,wind,pressure,rentalAmount
2022,8,1,6,1,Base Naval,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,C.C. La Ballena (elect.),Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,Ciudad de la Justicia,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,Obelisco,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,Paseo de Chil - Av. Escaleritas,Nubes dispersas,23,0.805,40,1014,3
2022,8,1,6,1,Plaza de España,Nubes dispersas,23,0.805,40,1014,2
2022,8,1,6,1,Plaza de la feria,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,Plazoleta de Farray,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,San Cristóbal,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,6,1,Vega de San José,Nubes dispersas,23,0.805,40,1014,1
2022,8,1,7,1,Barranquillo Don Zoilo,Nubes dispersas,23,0.78,38,1013,1
2022,8,1,7,1,Base Naval,Nubes dispersas,23,0.78,38,1013,4
2022,8,1,7,1,Cabildo de Gran Canaria,Nubes dispersas,23,0.78,38,1013,6
2022,8,1,7,1,Castillo de la Luz,Nubes dispersas,23,0.78,38,1013,1
2022,8,1,7,1,Castillo de Mata (elect.),Nubes dispersas,23,0.78,38,1013,1
2022,8,1,7,1,Churruca,Nubes dispersas,23,0.78,38,1013,2
2022,8,1,7,1,Ciudad Deportiva,Nubes dispersas,23,0.78,38,1013,1
2022,8,1,7,1,Gabinete Literario,Nubes dispersas,23,0.78,38,1013,1
2022,8,1,7,1,Las Canteras - Luis Morote,Nubes dispersas,23,0.78,38,1013,2
2022,8,1,7,1,Mercado Central,Nubes dispersas,23,0.78,38,1013,1
2022,8,1,7,1,Obelisco,Nubes dispersas,23,0.78,38,1013,3
2022,8,1,7,1,Parque del Estadio Insular,Nubes dispersas,23,0.78,38,1013,3
2022,8,1,7,1,Parque Santa Catalina,Nubes dispersas,23,0.78,38,1013,4
2022,8,1,7,1,Paseo de Chil - Av. Escaleritas,Nubes dispersas,23,0.78,38,1013,3
