Año,month,day,hour,dayWeek,rentalPlace,weatherConditions,temperature,humidity,wind,pressure,rentalAmount
2019,11,1,7,5,Base Naval,Mayormente cubierto,23,0.78,36,1024.5,1
2019,11,1,7,5,Castillo de la Luz,Mayormente cubierto,23,0.78,36,1024.5,1
2019,11,1,7,5,Churruca,Mayormente cubierto,23,0.78,36,1024.5,1
2019,11,1,7,5,Gabinete Literario,Mayormente cubierto,23,0.78,36,1024.5,1
2019,11,1,7,5,León y Castillo,Mayormente cubierto,23,0.78,36,1024.5,1
2019,11,1,7,5,Plaza de España,Mayormente cubierto,23,0.78,36,1024.5,3
2019,11,1,7,5,Plazoleta de Farray,Mayormente cubierto,23,0.78,36,1024.5,2
2019,11,1,7,5,Torre Las Palmas,Mayormente cubierto,23,0.78,36,1024.5,1
2019,11,1,8,5,Ayuntamiento,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,8,5,Castillo de la Luz,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,8,5,Churruca,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,8,5,León y Castillo,Mayormente cubierto,23,0.755,35,1025,2
2019,11,1,8,5,Obelisco,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,8,5,Plaza de la feria,Mayormente cubierto,23,0.755,35,1025,2
2019,11,1,8,5,Plaza del Pilar,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,8,5,Plazoleta de Farray,Mayormente cubierto,23,0.755,35,1025,2
2019,11,1,8,5,San Telmo,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,8,5,Torre Las Palmas,Mayormente cubierto,23,0.755,35,1025,3
2019,11,1,8,5,Torre Woermann,Mayormente cubierto,23,0.755,35,1025,1
2019,11,1,9,5,Barranquillo Don Zoilo,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,C.C. El Muelle,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Castillo de la Luz,Mayormente cubierto,23.5,0.71,37,1026,2
2019,11,1,9,5,IES Mesa y López,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Las Canteras - Luis Morote,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,León y Castillo,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Mercado Central,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Obelisco,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Oficina de la Sitycleta,Mayormente cubierto,23.5,0.71,37,1026,2
2019,11,1,9,5,Plaza de América,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Plaza de España,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Plaza Manuel Becerra,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,9,5,Plazoleta de Farray,Mayormente cubierto,23.5,0.71,37,1026,2
2019,11,1,9,5,San Telmo,Mayormente cubierto,23.5,0.71,37,1026,1
2019,11,1,10,5,Ayuntamiento,Mayormente cubierto,24.5,0.69,36,1026,3
2019,11,1,10,5,Base Naval,Mayormente cubierto,24.5,0.69,36,1026,7
2019,11,1,10,5,C.C. El Muelle,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,Cabildo de Gran Canaria,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,Canódromo,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,Ciudad de la Justicia,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,IES Mesa y López,Mayormente cubierto,24.5,0.69,36,1026,2
2019,11,1,10,5,Las Canteras - Luis Morote,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,Oficina de la Sitycleta,Mayormente cubierto,24.5,0.69,36,1026,2
2019,11,1,10,5,Parque Santa Catalina,Mayormente cubierto,24.5,0.69,36,1026,3
2019,11,1,10,5,Paseo de Chil - Av. Escaleritas,Mayormente cubierto,24.5,0.69,36,1026,2
2019,11,1,10,5,Plaza de la feria,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,Plaza del Pilar,Mayormente cubierto,24.5,0.69,36,1026,1
2019,11,1,10,5,Plaza San Agustín,Mayormente cubierto,24.5,0.69,36,1026,1
