Año,month,day,hour,dayWeek,rentalPlace,weatherConditions,temperature,humidity,wind,pressure,rentalAmount
2019,12,1,7,7,Ayuntamiento,Mayormente cubierto,19,0.78,25,1021,1
2019,12,1,7,7,Obelisco,Mayormente cubierto,19,0.78,25,1021,1
2019,12,1,7,7,Plaza de América,Mayormente cubierto,19,0.78,25,1021,1
2019,12,1,7,7,Plazoleta de Farray,Mayormente cubierto,19,0.78,25,1021,1
2019,12,1,8,7,Base Naval,Mayormente cubierto,19.5,0.755,24,1021,2
2019,12,1,8,7,Churruca,Mayormente cubierto,19.5,0.755,24,1021,1
2019,12,1,8,7,Las Canteras - Luis Morote,Mayormente cubierto,19.5,0.755,24,1021,3
2019,12,1,8,7,Parque del Estadio Insular,Mayormente cubierto,19.5,0.755,24,1021,1
2019,12,1,8,7,Paseo de Chil - Av. Escaleritas,Mayormente cubierto,19.5,0.755,24,1021,2
2019,12,1,8,7,Plaza de España,Mayormente cubierto,19.5,0.755,24,1021,1
2019,12,1,8,7,Plaza de la feria,Mayormente cubierto,19.5,0.755,24,1021,1
2019,12,1,8,7,Plaza O'Shanahan,Mayormente cubierto,19.5,0.755,24,1021,1
2019,12,1,8,7,Torre Las Palmas,Mayormente cubierto,19.5,0.755,24,1021,2
2019,12,1,9,7,Ayuntamiento,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,Base Naval,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,Cabildo de Gran Canaria,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Canódromo,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Churruca,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Las Canteras - Luis Morote,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Mercado Central,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,Obelisco,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Parque del Estadio Insular,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Parque Santa Catalina,Mayormente cubierto,20.5,0.71,31.5,1021.5,6
2019,12,1,9,7,Paseo de Chil - Av. Escaleritas,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Plaza de la feria,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,Plaza del Pilar,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,9,7,Plaza Manuel Becerra,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,Plazoleta de Farray,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,San Telmo,Mayormente cubierto,20.5,0.71,31.5,1021.5,2
2019,12,1,9,7,Torre Woermann,Mayormente cubierto,20.5,0.71,31.5,1021.5,1
2019,12,1,10,7,Ayuntamiento,Mayormente cubierto,21.5,0.665,33,1022,3
2019,12,1,10,7,Base Naval,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Churruca,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Ciudad de la Justicia,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Gabinete Literario,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,IES Mesa y López,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Intermodal El Rincón,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Las Canteras - Luis Morote,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,León y Castillo,Mayormente cubierto,21.5,0.665,33,1022,2
2019,12,1,10,7,Mercado Central,Mayormente cubierto,21.5,0.665,33,1022,2
2019,12,1,10,7,Obelisco,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Oficina Sítycleta (elect.),Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Parque Santa Catalina,Mayormente cubierto,21.5,0.665,33,1022,3
2019,12,1,10,7,Plaza de España,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Plaza de la feria,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Plaza San Agustín,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,Plazoleta de Farray,Mayormente cubierto,21.5,0.665,33,1022,3
2019,12,1,10,7,San Cristóbal,Mayormente cubierto,21.5,0.665,33,1022,1
2019,12,1,10,7,San Telmo,Mayormente cubierto,21.5,0.665,33,1022,4
2019,12,1,10,7,Torre Las Palmas,Mayormente cubierto,21.5,0.665,33,1022,2
2019,12,1,10,7,Torre Woermann,Mayormente cubierto,21.5,0.665,33,1022,4
2019,12,1,11,7,Ayuntamiento,Mayormente cubierto,22,0.64,35,1022.5,1
2019,12,1,11,7,Base Naval,Mayormente cubierto,22,0.64,35,1022.5,3
2019,12,1,11,7,C.C. El Muelle,Mayormente cubierto,22,0.64,35,1022.5,2
2019,12,1,11,7,Cabildo de Gran Canaria,Mayormente cubierto,22,0.64,35,1022.5,2
2019,12,1,11,7,Castillo de la Luz,Mayormente cubierto,22,0.64,35,1022.5,3
2019,12,1,11,7,Churruca,Mayormente cubierto,22,0.64,35,1022.5,2
2019,12,1,11,7,Las Canteras - Luis Morote,Mayormente cubierto,22,0.64,35,1022.5,1
