Año,month,day,hour,dayWeek,rentalPlace,weatherConditions,temperature,humidity,wind,pressure,rentalAmount
2019,3,1,7,5,Ayuntamiento,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Base Naval,Nubes dispersas,16.5,0.655,15,1027,2
2019,3,1,7,5,C.C. El Muelle,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,C.C. La Minilla,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Cabildo de Gran Canaria,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Castillo de la Luz,Nubes dispersas,16.5,0.655,15,1027,3
2019,3,1,7,5,Churruca,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Ciudad de la Justicia,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Gabinete Literario,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,IES Mesa y López,Nubes dispersas,16.5,0.655,15,1027,2
2019,3,1,7,5,Las Canteras - Luis Morote,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,León y Castillo,Nubes dispersas,16.5,0.655,15,1027,3
2019,3,1,7,5,Obelisco,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Parque del Estadio Insular,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Parque Santa Catalina,Nubes dispersas,16.5,0.655,15,1027,4
2019,3,1,7,5,Paseo de Chil - Av. Escaleritas,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Plaza de España,Nubes dispersas,16.5,0.655,15,1027,4
2019,3,1,7,5,Plaza del Pilar,Nubes dispersas,16.5,0.655,15,1027,1
2019,3,1,7,5,Plaza O'Shanahan,Nubes dispersas,16.5,0.655,15,1027,2
2019,3,1,7,5,Plazoleta de Farray,Nubes dispersas,16.5,0.655,15,1027,2
2019,3,1,7,5,San Telmo,Nubes dispersas,16.5,0.655,15,1027,2
2019,3,1,7,5,Torre Woermann,Nubes dispersas,16.5,0.655,15,1027,3
2019,3,1,8,5,Almacen,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Ayuntamiento,Nubes dispersas,17.5,0.59,18,1027.5,3
2019,3,1,8,5,Base Naval,Nubes dispersas,17.5,0.59,18,1027.5,4
2019,3,1,8,5,C.C. La Minilla,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Cabildo de Gran Canaria,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,Castillo de la Luz,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,Churruca,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,IES Mesa y López,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Las Canteras - Luis Morote,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Obelisco,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,Parque Santa Catalina,Nubes dispersas,17.5,0.59,18,1027.5,3
2019,3,1,8,5,Paseo de Chil - Av. Escaleritas,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Piscina Julio Navarro,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Plaza de España,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,Plaza de la feria,Nubes dispersas,17.5,0.59,18,1027.5,3
2019,3,1,8,5,Plaza del Pilar,Nubes dispersas,17.5,0.59,18,1027.5,4
2019,3,1,8,5,Plaza O'Shanahan,Nubes dispersas,17.5,0.59,18,1027.5,3
2019,3,1,8,5,Plaza San Agustín,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,Plazoleta de Farray,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,San Cristóbal,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,8,5,San Telmo,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,Teatro Pérez Galdós,Nubes dispersas,17.5,0.59,18,1027.5,2
2019,3,1,8,5,Torre Las Palmas,Nubes dispersas,17.5,0.59,18,1027.5,3
2019,3,1,8,5,Torre Woermann,Nubes dispersas,17.5,0.59,18,1027.5,1
2019,3,1,9,5,Ayuntamiento,Mayormente cubierto,18,0.615,21,1028,2
2019,3,1,9,5,Barranquillo Don Zoilo,Mayormente cubierto,18,0.615,21,1028,1
2019,3,1,9,5,Base Naval,Mayormente cubierto,18,0.615,21,1028,2
2019,3,1,9,5,Cabildo de Gran Canaria,Mayormente cubierto,18,0.615,21,1028,1
2019,3,1,9,5,Castillo de la Luz,Mayormente cubierto,18,0.615,21,1028,2
2019,3,1,9,5,Churruca,Mayormente cubierto,18,0.615,21,1028,2
2019,3,1,9,5,Ciudad de la Justicia,Mayormente cubierto,18,0.615,21,1028,1
2019,3,1,9,5,Gabinete Literario,Mayormente cubierto,18,0.615,21,1028,1
2019,3,1,9,5,IES Mesa y López,Mayormente cubierto,18,0.615,21,1028,1
2019,3,1,9,5,León y Castillo,Mayormente cubierto,18,0.615,21,1028,3
2019,3,1,9,5,Mercado Central,Mayormente cubierto,18,0.615,21,1028,1
2019,3,1,9,5,Obelisco,Mayormente cubierto,18,0.615,21,1028,1
