web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1684507835-14797","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","05:30","Parcialmente cubierto","21°","15 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14798","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","06:00","Parcialmente cubierto","21°","17 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14799","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","06:30","Parcialmente cubierto","22°","17 km/h","88%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14800","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","07:00","Nubes dispersas","21°","17 km/h","94%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14801","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","07:30","Nubes dispersas","23°","13 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14802","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","08:00","Nubes dispersas","23°","11 km/h","50%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14803","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","08:30","Nubes dispersas","23°","6 km/h","41%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14804","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","09:00","Despejado","22°","9 km/h","60%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14805","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","09:30","Despejado","24°","9 km/h","47%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14806","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","10:00","Despejado","25°","13 km/h","61%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14807","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","10:30","Despejado","25°","15 km/h","69%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14808","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","11:00","Despejado","26°","13 km/h","65%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14809","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","11:30","Despejado","27°","13 km/h","66%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14810","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","12:00","Despejado","27°","13 km/h","62%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14811","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","12:30","Despejado","28°","9 km/h","62%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14812","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","13:00","Despejado","28°","7 km/h","55%","1019 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14813","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","13:30","Despejado","28°","7 km/h","55%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14814","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","14:00","Despejado","29°","6 km/h","45%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14815","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","14:30","Despejado","29°","6 km/h","43%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14816","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","15:00","Despejado","28°","9 km/h","55%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14817","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","15:30","Despejado","28°","7 km/h","45%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14818","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","16:00","Despejado","28°","7 km/h","55%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14819","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","16:30","Despejado","28°","7 km/h","42%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14820","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","17:00","Despejado","27°","7 km/h","51%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14821","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","17:30","Despejado","27°","9 km/h","54%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14822","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","18:00","Despejado","28°","15 km/h","58%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14823","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","18:30","Despejado","26°","20 km/h","74%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14824","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","19:00","Despejado","25°","20 km/h","79%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14825","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","19:30","Despejado","24°","20 km/h","89%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14826","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","20:00","Despejado","24°","22 km/h","89%","1016 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14827","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","20:30","Despejado","24°","15 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14828","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","21:00","Despejado","24°","15 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14829","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","21:30","Despejado","23°","15 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14830","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","22:00","Despejado","23°","15 km/h","89%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14831","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","22:30","Despejado","24°","15 km/h","69%","1018 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14832","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","23:00","Despejado","24°","17 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507835-14833","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Viernes 28 Octubre 2022","23:30","Despejado","24°","17 km/h","61%","1017 hPa","https://www.tutiempo.net/registros/gclp/28-octubre-2022.html"
"1684507838-14834","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","00:00","Despejado","24°","26 km/h","74%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14835","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","","","","","","","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14836","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","00:30","Despejado","24°","22 km/h","69%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14837","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","01:00","Despejado","24°","20 km/h","57%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14838","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","01:30","Despejado","25°","20 km/h","41%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14839","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","02:00","Despejado","25°","26 km/h","36%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14840","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","02:30","Despejado","25°","26 km/h","36%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14841","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","03:00","Despejado","25°","24 km/h","39%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14842","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","03:30","Despejado","24°","22 km/h","41%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14843","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","04:00","Despejado","24°","22 km/h","41%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14844","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","04:30","Despejado","23°","20 km/h","41%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14845","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","05:00","Despejado","24°","20 km/h","36%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14846","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","05:30","Despejado","24°","19 km/h","36%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14847","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","06:00","Despejado","23°","20 km/h","38%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14848","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","06:30","Despejado","23°","22 km/h","36%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14849","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","07:00","Despejado","23°","20 km/h","41%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14850","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","07:30","Despejado","24°","20 km/h","38%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14851","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","08:00","Despejado","23°","17 km/h","38%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14852","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","08:30","Despejado","24°","20 km/h","36%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14853","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","09:00","Despejado","24°","20 km/h","36%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14854","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","09:30","Despejado","25°","24 km/h","36%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14855","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","10:00","Despejado","26°","26 km/h","39%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14856","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","10:30","Despejado","26°","28 km/h","42%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14857","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","11:00","Despejado","27°","32 km/h","45%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14858","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","11:30","Despejado","27°","30 km/h","48%","1018 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14859","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","12:00","Despejado","27°","30 km/h","48%","1018 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14860","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","12:30","Despejado","28°","32 km/h","42%","1018 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14861","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","13:00","Despejado","28°","32 km/h","51%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14862","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","13:30","Despejado","27°","30 km/h","54%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14863","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","14:00","Despejado","27°","32 km/h","62%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14864","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","14:30","Despejado","27°","32 km/h","62%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14865","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","15:00","Despejado","27°","32 km/h","66%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14866","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","15:30","Despejado","26°","30 km/h","65%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14867","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","16:00","Despejado","27°","26 km/h","51%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14868","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","16:30","Despejado","27°","28 km/h","58%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14869","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","17:00","Despejado","26°","30 km/h","65%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14870","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","17:30","Despejado","26°","30 km/h","70%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14871","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","18:00","Despejado","25°","30 km/h","74%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14872","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","18:30","Despejado","24°","28 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14873","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","19:00","Nubes dispersas","24°","28 km/h","83%","1015 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14874","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","19:30","Nubes dispersas","24°","28 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14875","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","20:00","Nubes dispersas","23°","28 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14876","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","20:30","Nubes dispersas","24°","28 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14877","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","21:00","Nubes dispersas","23°","28 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14878","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","21:30","Nubes dispersas","23°","28 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14879","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","22:00","Nubes dispersas","23°","32 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14880","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","22:30","Nubes dispersas","23°","33 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14881","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","23:00","Nubes dispersas","23°","33 km/h","83%","1017 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507838-14882","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 29 Octubre 2022","23:30","Nubes dispersas","23°","30 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/29-octubre-2022.html"
"1684507841-14883","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","00:00","Nubes dispersas","23°","26 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14884","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","","","","","","","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14885","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","00:30","Nubes dispersas","23°","30 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14886","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","01:00","Nubes dispersas","23°","32 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14887","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","01:30","Nubes dispersas","23°","32 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14888","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","02:00","Nubes dispersas","23°","33 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14889","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","02:30","Nubes dispersas","22°","26 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14890","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","03:00","Nubes dispersas","22°","28 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14891","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","03:30","Nubes dispersas","22°","17 km/h","88%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14892","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","04:00","Nubes dispersas","21°","15 km/h","88%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14893","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","04:30","Nubes dispersas","21°","17 km/h","83%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14894","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","05:00","Nubes dispersas","21°","17 km/h","83%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14895","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","05:30","Nubes dispersas","22°","19 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14896","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","06:00","Nubes dispersas","22°","22 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14897","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","06:30","Nubes dispersas","21°","20 km/h","78%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14898","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","07:00","Nubes dispersas","21°","19 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14899","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","07:30","Nubes dispersas","21°","19 km/h","83%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14900","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","08:00","Nubes dispersas","22°","17 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14901","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","08:30","Nubes dispersas","23°","15 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14902","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","09:00","Despejado","23°","17 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14903","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","09:30","Despejado","24°","20 km/h","78%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14904","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","10:00","Despejado","25°","22 km/h","74%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14905","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","10:30","Despejado","25°","26 km/h","74%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14906","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","11:00","Despejado","25°","28 km/h","74%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14907","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","11:30","Despejado","25°","26 km/h","79%","1017 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14908","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","12:00","Despejado","26°","24 km/h","74%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14909","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","12:30","Despejado","25°","24 km/h","79%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14910","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","13:00","Despejado","26°","20 km/h","74%","1016 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14911","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","13:30","Despejado","26°","24 km/h","74%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14912","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","14:00","Despejado","26°","28 km/h","74%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14913","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","14:30","Despejado","26°","26 km/h","74%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14914","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","15:00","Despejado","25°","28 km/h","79%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14915","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","15:30","Despejado","26°","30 km/h","74%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14916","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","16:00","Despejado","25°","30 km/h","79%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14917","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","16:30","Nubes dispersas","25°","32 km/h","79%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14918","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","17:00","Nubes dispersas","24°","32 km/h","83%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
"1684507841-14919","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Domingo 30 Octubre 2022","17:30","Nubes dispersas","24°","32 km/h","83%","1015 hPa","https://www.tutiempo.net/registros/gclp/30-octubre-2022.html"
