web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1684507185-4197","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","19:00","Nubes dispersas","19°","26 km/h","64%","1009 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4198","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","19:30","Nubes dispersas","18°","22 km/h","68%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4199","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","20:00","Nubes dispersas","18°","26 km/h","68%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4200","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","20:30","Nubes dispersas","18°","20 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4201","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","21:00","Nubes dispersas","18°","20 km/h","64%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4202","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","21:30","Nubes dispersas","18°","19 km/h","64%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4203","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","22:00","Nubes dispersas","17°","19 km/h","72%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4204","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","22:30","Nubes dispersas","17°","19 km/h","72%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4205","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","23:00","Nubes dispersas","17°","19 km/h","68%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507185-4206","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","23:30","Nubes dispersas","17°","20 km/h","59%","1010 hPa","https://www.tutiempo.net/registros/gclp/26-marzo-2022.html"
"1684507188-4207","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","23:00","Nubes dispersas","17°","19 km/h","68%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4208","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","","","","","","","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4209","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","23:30","Nubes dispersas","17°","20 km/h","59%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4210","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","Domingo 27 Marzo 2022","","","","","","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4211","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","Hora","Condiciones meteorológicasCM","Tem.","Viento","Hum.","Presión","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4212","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","01:00","Nubes dispersas","17°","22 km/h","59%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4213","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","01:30","Nubes dispersas","17°","19 km/h","59%","1009 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4214","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","03:00","Nubes dispersas","17°","22 km/h","55%","1009 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4215","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","03:30","Nubes dispersas","16°","22 km/h","59%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4216","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","04:00","Nubes dispersas","16°","20 km/h","59%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4217","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","04:30","Nubes dispersas","17°","24 km/h","72%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4218","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","05:00","Nubes dispersas","17°","26 km/h","68%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4219","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","05:30","Nubes dispersas","17°","24 km/h","68%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4220","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","06:00","Nubes dispersas","16°","22 km/h","72%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4221","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","06:30","Nubes dispersas","17°","26 km/h","68%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4222","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","07:00","Nubes dispersas","17°","28 km/h","72%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4223","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","07:30","Nubes dispersas","17°","28 km/h","72%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4224","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","08:00","Nubes dispersas","18°","30 km/h","73%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4225","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","08:30","Nubes dispersas","18°","32 km/h","73%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4226","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","09:00","Parcialmente cubierto","18°","33 km/h","77%","1007 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4227","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","09:30","Parcialmente cubierto","18°","33 km/h","83%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4228","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","10:00","Mayormente cubierto","18°","30 km/h","83%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4229","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","10:30","Mayormente cubierto","19°","32 km/h","83%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4230","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","11:00","Parcialmente cubierto","20°","33 km/h","78%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4231","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","11:30","Parcialmente cubierto","23°","30 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4232","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","12:00","Mayormente cubierto","23°","32 km/h","50%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4233","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","12:30","Parcialmente cubierto","23°","35 km/h","47%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4234","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","13:00","Parcialmente cubierto","23°","30 km/h","47%","1009 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4235","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","13:30","Parcialmente cubierto","24°","28 > 46 km/h","44%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4236","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","14:00","Mayormente cubierto","24°","33 km/h","44%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4237","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","14:30","Mayormente cubierto","24°","32 > 54 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4238","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","15:00","Mayormente cubierto","25°","33 km/h","39%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4239","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","15:30","Parcialmente cubierto","25°","30 km/h","39%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4240","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","16:00","Mayormente cubierto","24°","35 km/h","41%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4241","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","16:30","Mayormente cubierto","23°","37 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4242","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","17:00","Mayormente cubierto","23°","11 km/h","61%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4243","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","17:30","Parcialmente cubierto","23°","11 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4244","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","18:00","Parcialmente cubierto","24°","22 km/h","44%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4245","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","18:30","Parcialmente cubierto","23°","28 km/h","44%","1008 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4246","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","19:00","Parcialmente cubierto","23°","26 km/h","41%","1009 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4247","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","19:30","Parcialmente cubierto","22°","20 km/h","43%","1009 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4248","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","20:00","Nubes dispersas","21°","20 km/h","49%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4249","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","20:30","Nubes dispersas","20°","17 km/h","56%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4250","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","21:00","Nubes dispersas","20°","17 km/h","56%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4251","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","21:30","Nubes dispersas","19°","17 km/h","60%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4252","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","22:00","Nubes dispersas","19°","20 km/h","60%","1010 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4253","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","22:30","Nubes dispersas","19°","19 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4254","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","23:00","Nubes dispersas","19°","19 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4255","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","23:30","Nubes dispersas","19°","17 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4256","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","Lunes 28 Marzo 2022","","","","","","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4257","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","00:00","Nubes dispersas","19°","15 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507188-4258","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Sábado 26 Marzo 2022","00:30","Nubes dispersas","18°","15 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/27-marzo-2022.html"
"1684507191-4259","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","00:00","Nubes dispersas","19°","15 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4260","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","","","","","","","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4261","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","00:30","Nubes dispersas","18°","15 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4262","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","01:00","Nubes dispersas","18°","15 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4263","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","01:30","Nubes dispersas","18°","13 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4264","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","02:00","Nubes dispersas","18°","13 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4265","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","02:30","Parcialmente cubierto","18°","17 km/h","77%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4266","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","03:00","Parcialmente cubierto","18°","15 km/h","77%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4267","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","03:30","Parcialmente cubierto","18°","20 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4268","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","04:00","Parcialmente cubierto","17°","13 km/h","82%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4269","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","04:30","Parcialmente cubierto","18°","17 km/h","77%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4270","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","05:00","Parcialmente cubierto","18°","17 km/h","77%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4271","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","05:30","Parcialmente cubierto","18°","24 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4272","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","06:00","Parcialmente cubierto","18°","22 km/h","83%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4273","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","06:30","Parcialmente cubierto","18°","20 km/h","77%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4274","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","07:00","Parcialmente cubierto","18°","15 km/h","77%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4275","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","07:30","Parcialmente cubierto","18°","17 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4276","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","08:00","Parcialmente cubierto","18°","19 km/h","83%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4277","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","08:30","Lluvia ligera","18°","20 km/h","88%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4278","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","09:00","Parcialmente cubierto","18°","24 km/h","88%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4279","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","09:30","Mayormente cubierto","19°","33 km/h","78%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4280","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","10:00","Mayormente cubierto","20°","35 > 54 km/h","73%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4281","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","10:30","Mayormente cubierto","21°","39 km/h","69%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4282","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","11:00","Mayormente cubierto","21°","41 > 61 km/h","69%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4283","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","11:30","Lluvia","21°","44 km/h","69%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4284","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","12:00","Lluvia ligera","22°","48 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4285","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","12:30","Lluvia ligera","23°","48 > 67 km/h","57%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4286","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","13:00","Lluvia","22°","43 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4287","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","13:30","Lluvia","23°","44 > 63 km/h","57%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4288","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","14:00","Lluvia","24°","48 km/h","50%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4289","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","14:30","Lluvia ligera","22°","56 > 74 km/h","60%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4290","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","15:00","Lluvia ligera","23°","46 > 65 km/h","57%","1009 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4291","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","15:30","Lluvia ligera","23°","48 > 67 km/h","61%","1009 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4292","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","16:00","Lluvia ligera","23°","46 > 69 km/h","61%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4293","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","16:30","Lluvia","23°","39 > 57 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4294","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","17:00","Lluvia","24°","39 km/h","54%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4295","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","17:30","Parcialmente cubierto","23°","37 km/h","61%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4296","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","18:00","Parcialmente cubierto","21°","41 km/h","73%","1007 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4297","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","18:30","Nubes dispersas","23°","39 km/h","53%","1007 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4298","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","19:00","Nubes dispersas","23°","32 km/h","50%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4299","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","19:30","Nubes dispersas","22°","33 km/h","57%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4300","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","20:00","Nubes dispersas","22°","39 km/h","50%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4301","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","20:30","Nubes dispersas","20°","26 km/h","64%","1008 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4302","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","21:00","Nubes dispersas","21°","24 km/h","56%","1009 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4303","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","21:30","Nubes dispersas","20°","13 km/h","64%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4304","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","22:00","Nubes dispersas","20°","9 km/h","60%","1010 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4305","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","22:30","Nubes dispersas","20°","7 km/h","64%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4306","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","23:00","Nubes dispersas","19°","2 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507191-4307","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Lunes 28 Marzo 2022","23:30","Nubes dispersas","19°","2 km/h","68%","1011 hPa","https://www.tutiempo.net/registros/gclp/28-marzo-2022.html"
"1684507194-4308","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","00:00","Nubes dispersas","19°","9 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4309","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","","","","","","","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4310","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","00:30","Nubes dispersas","19°","6 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4311","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","01:00","Nubes dispersas","20°","30 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4312","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","01:30","Nubes dispersas","18°","26 km/h","77%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4313","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","02:00","Nubes dispersas","19°","33 km/h","68%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4314","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","02:30","Nubes dispersas","18°","33 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4315","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","03:00","Nubes dispersas","18°","32 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
"1684507194-4316","https://www.tutiempo.net/registros/gclp/1-enero-2022.html","Martes 29 Marzo 2022","03:30","Nubes dispersas","18°","30 km/h","73%","1012 hPa","https://www.tutiempo.net/registros/gclp/29-marzo-2022.html"
