web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680190502-294","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Domingo 5 Diciembre 2021","22:30","Parcialmente cubierto","19°","33 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2021.html"
"1680190502-295","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Domingo 5 Diciembre 2021","23:00","Parcialmente cubierto","19°","33 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2021.html"
"1680190502-296","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Domingo 5 Diciembre 2021","23:30","Nubes dispersas","19°","35 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/5-diciembre-2021.html"
"1680190504-297","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","00:00","Parcialmente cubierto","19°","32 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-298","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-299","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","00:30","Parcialmente cubierto","19°","32 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-300","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","01:00","Nubes dispersas","19°","33 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-301","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","01:30","Parcialmente cubierto","19°","32 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-302","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","02:00","Nubes dispersas","19°","35 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-303","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","02:30","Parcialmente cubierto","19°","35 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-304","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","03:00","Mayormente cubierto","19°","32 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-305","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","03:30","Mayormente cubierto","19°","32 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-306","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","04:00","Mayormente cubierto","19°","35 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-307","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","04:30","Mayormente cubierto","19°","39 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-308","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","05:00","Mayormente cubierto","19°","30 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-309","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","05:30","Mayormente cubierto","19°","39 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-310","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","06:00","Mayormente cubierto","19°","35 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-311","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","06:30","Mayormente cubierto","19°","33 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-312","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","07:00","Mayormente cubierto","19°","32 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-313","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","07:30","Mayormente cubierto","19°","28 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-314","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","08:00","Lluvia ligera","19°","30 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-315","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","08:30","Mayormente cubierto","19°","32 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-316","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","09:00","Mayormente cubierto","20°","28 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-317","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","09:30","Mayormente cubierto","20°","33 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-318","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","10:00","Mayormente cubierto","20°","39 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-319","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","10:30","Mayormente cubierto","21°","33 km/h","56%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-320","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","11:00","Mayormente cubierto","21°","35 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-321","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","11:30","Mayormente cubierto","21°","35 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-322","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","12:00","Mayormente cubierto","21°","30 km/h","60%","1025 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-323","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","12:30","Parcialmente cubierto","21°","32 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-324","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","13:00","Parcialmente cubierto","22°","32 km/h","57%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-325","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","13:30","Parcialmente cubierto","21°","33 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-326","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","14:00","Parcialmente cubierto","21°","35 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-327","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","14:30","Nubes dispersas","21°","32 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-328","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","15:00","Nubes dispersas","21°","33 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-329","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","15:30","Nubes dispersas","21°","35 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-330","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","16:00","Mayormente cubierto","21°","32 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-331","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","16:30","Parcialmente cubierto","20°","30 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-332","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","17:00","Nubes dispersas","20°","26 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-333","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","17:30","Parcialmente cubierto","20°","28 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-334","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","18:00","Parcialmente cubierto","20°","24 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-335","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","18:30","Parcialmente cubierto","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-336","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","19:00","Parcialmente cubierto","19°","28 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-337","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","19:30","Parcialmente cubierto","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-338","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","20:00","Parcialmente cubierto","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-339","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","20:30","Parcialmente cubierto","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-340","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","21:00","Parcialmente cubierto","19°","24 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-341","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","21:30","Nubes dispersas","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-342","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","22:00","Nubes dispersas","19°","26 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-343","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","22:30","Parcialmente cubierto","19°","28 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-344","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","23:00","Parcialmente cubierto","18°","28 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190504-345","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Lunes 6 Diciembre 2021","23:30","Parcialmente cubierto","18°","30 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/6-diciembre-2021.html"
"1680190506-346","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","00:00","Nubes dispersas","18°","26 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-347","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-348","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","00:30","Nubes dispersas","18°","22 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-349","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","01:00","Parcialmente cubierto","18°","20 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-350","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","01:30","Nubes dispersas","18°","22 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-351","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","02:00","Nubes dispersas","18°","24 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-352","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","02:30","Nubes dispersas","18°","15 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-353","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","03:00","Nubes dispersas","18°","15 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-354","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","03:30","Nubes dispersas","17°","15 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-355","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","04:00","Nubes dispersas","17°","17 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-356","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","04:30","Nubes dispersas","17°","13 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-357","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","05:00","Nubes dispersas","17°","15 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-358","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","05:30","Nubes dispersas","17°","15 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-359","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","06:00","Nubes dispersas","17°","15 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-360","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","06:30","Nubes dispersas","17°","15 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-361","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","07:00","Nubes dispersas","17°","13 km/h","72%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-362","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","07:30","Nubes dispersas","17°","15 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-363","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","08:00","Nubes dispersas","17°","15 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-364","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","08:30","Nubes dispersas","18°","17 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-365","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","09:00","Nubes dispersas","18°","15 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-366","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","09:30","Nubes dispersas","19°","17 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-367","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","10:00","Despejado","19°","17 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-368","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","10:30","Despejado","19°","17 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-369","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","11:00","Despejado","19°","19 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-370","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","11:30","Despejado","20°","15 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-371","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","12:00","Despejado","20°","20 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-372","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","12:30","Nubes dispersas","20°","20 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-373","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","13:00","Nubes dispersas","20°","22 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-374","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","13:30","Despejado","20°","19 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-375","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","14:00","Despejado","20°","17 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-376","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","14:30","Despejado","20°","15 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-377","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","15:00","Despejado","21°","19 km/h","69%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-378","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","15:30","Despejado","20°","22 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-379","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","16:00","Despejado","20°","24 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-380","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","16:30","Despejado","19°","20 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-381","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","17:00","Nubes dispersas","19°","20 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-382","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","17:30","Despejado","19°","15 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-383","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","18:00","Despejado","19°","22 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-384","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","18:30","Despejado","19°","15 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-385","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","19:00","Despejado","19°","13 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-386","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","19:30","Nubes dispersas","19°","15 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-387","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","20:00","Parcialmente cubierto","19°","17 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-388","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","20:30","Nubes dispersas","19°","15 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-389","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","21:00","Nubes dispersas","19°","13 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-390","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","21:30","Nubes dispersas","19°","17 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-391","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","22:00","Parcialmente cubierto","19°","17 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-392","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","22:30","Parcialmente cubierto","19°","20 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-393","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","23:00","Nubes dispersas","19°","19 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190506-394","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Martes 7 Diciembre 2021","23:30","Nubes dispersas","18°","19 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/7-diciembre-2021.html"
"1680190509-395","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","00:00","Nubes dispersas","18°","19 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-396","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-397","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","00:30","Parcialmente cubierto","18°","20 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-398","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","01:00","Parcialmente cubierto","19°","24 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-399","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","01:30","Parcialmente cubierto","18°","22 km/h","83%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-400","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","02:00","Mayormente cubierto","18°","22 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-401","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","02:30","Mayormente cubierto","18°","20 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-402","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","03:00","Mayormente cubierto","18°","20 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-403","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","03:30","Mayormente cubierto","18°","24 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-404","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","04:00","Mayormente cubierto","18°","22 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-405","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","04:30","Mayormente cubierto","18°","20 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-406","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","05:00","Parcialmente cubierto","18°","24 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-407","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","05:30","Nubes dispersas","18°","26 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-408","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","06:00","Nubes dispersas","18°","22 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-409","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","06:30","Nubes dispersas","18°","22 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
"1680190509-410","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 8 Diciembre 2021","07:00","Parcialmente cubierto","18°","20 km/h","77%","1025 hPa","https://www.tutiempo.net/registros/gclp/8-diciembre-2021.html"
