web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680190492-96","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 1 Diciembre 2021","22:30","Parcialmente cubierto","19°","30 km/h","68%","1025 hPa",""
"1680190492-97","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 1 Diciembre 2021","23:00","Nubes dispersas","19°","26 km/h","68%","1025 hPa",""
"1680190492-98","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Miércoles 1 Diciembre 2021","23:30","Parcialmente cubierto","19°","24 km/h","68%","1025 hPa",""
"1680190495-99","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","00:00","Mayormente cubierto","19°","26 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-100","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-101","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","00:30","Mayormente cubierto","19°","28 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-102","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","01:00","Parcialmente cubierto","19°","33 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-103","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","01:30","Parcialmente cubierto","19°","35 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-104","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","02:00","Nubes dispersas","19°","32 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-105","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","02:30","Parcialmente cubierto","19°","32 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-106","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","03:00","Mayormente cubierto","19°","28 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-107","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","03:30","Parcialmente cubierto","19°","32 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-108","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","04:00","Parcialmente cubierto","19°","28 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-109","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","04:30","Mayormente cubierto","19°","28 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-110","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","05:00","Mayormente cubierto","19°","28 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-111","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","05:30","Parcialmente cubierto","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-112","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","06:00","Mayormente cubierto","18°","20 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-113","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","06:30","Parcialmente cubierto","19°","26 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-114","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","07:00","Parcialmente cubierto","19°","28 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-115","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","07:30","Parcialmente cubierto","19°","24 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-116","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","08:00","Parcialmente cubierto","18°","19 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-117","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","08:30","Parcialmente cubierto","19°","20 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-118","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","09:00","Parcialmente cubierto","19°","28 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-119","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","09:30","Parcialmente cubierto","19°","32 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-120","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","10:00","Mayormente cubierto","20°","33 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-121","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","10:30","Parcialmente cubierto","21°","37 km/h","56%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-122","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","11:00","Nubes dispersas","21°","41 km/h","56%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-123","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","11:30","Parcialmente cubierto","22°","35 km/h","50%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-124","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","12:00","Mayormente cubierto","21°","39 km/h","53%","1025 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-125","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","12:30","Mayormente cubierto","21°","39 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-126","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","13:00","Parcialmente cubierto","22°","43 km/h","60%","1024 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-127","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","13:30","Parcialmente cubierto","21°","43 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-128","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","14:00","Parcialmente cubierto","22°","43 km/h","57%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-129","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","14:30","Nubes dispersas","21°","46 km/h","56%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-130","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","15:00","Nubes dispersas","22°","46 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-131","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","15:30","Parcialmente cubierto","21°","43 km/h","60%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-132","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","16:00","Nubes dispersas","21°","44 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-133","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","16:30","Nubes dispersas","21°","41 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-134","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","17:00","Parcialmente cubierto","21°","37 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-135","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","17:30","Nubes dispersas","20°","39 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-136","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","18:00","Parcialmente cubierto","20°","35 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-137","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","18:30","Parcialmente cubierto","20°","35 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-138","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","19:00","Lluvia ligera","19°","39 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-139","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","19:30","Parcialmente cubierto","19°","43 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-140","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","20:00","Mayormente cubierto","19°","37 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-141","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","20:30","Parcialmente cubierto","19°","37 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-142","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","21:00","Nubes dispersas","19°","35 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-143","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","21:30","Parcialmente cubierto","19°","37 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-144","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","22:00","Parcialmente cubierto","19°","24 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-145","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","22:30","Parcialmente cubierto","19°","35 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-146","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","23:00","Parcialmente cubierto","19°","41 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190495-147","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Jueves 2 Diciembre 2021","23:30","Parcialmente cubierto","19°","33 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/2-diciembre-2021.html"
"1680190497-148","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","00:00","Mayormente cubierto","19°","35 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-149","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-150","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","00:30","Parcialmente cubierto","19°","39 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-151","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","01:00","Mayormente cubierto","19°","32 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-152","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","01:30","Lluvia ligera","19°","30 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-153","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","02:00","Mayormente cubierto","19°","33 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-154","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","02:30","Mayormente cubierto","19°","39 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-155","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","03:00","Mayormente cubierto","19°","41 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-156","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","03:02","Lluvia","19°","37 > 57 km/h","64%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-157","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","03:15","Lluvia","18°","30 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-158","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","03:30","Lluvia","18°","24 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-159","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","04:00","Lluvia","19°","32 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-160","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","04:30","Nubes dispersas","19°","28 km/h","64%","1021 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-161","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","05:00","Parcialmente cubierto","19°","32 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-162","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","05:30","Nubes dispersas","19°","35 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-163","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","06:00","Parcialmente cubierto","19°","33 km/h","68%","1021 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-164","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","06:30","Lluvia","18°","39 > 63 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-165","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","07:00","Lluvia","18°","30 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-166","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","07:30","Mayormente cubierto","18°","30 km/h","83%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-167","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","08:00","Parcialmente cubierto","18°","39 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-168","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","08:30","Parcialmente cubierto","19°","37 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-169","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","09:00","Parcialmente cubierto","19°","43 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-170","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","09:30","Parcialmente cubierto","19°","44 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-171","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","10:00","Parcialmente cubierto","20°","43 km/h","68%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-172","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","10:30","Mayormente cubierto","20°","37 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-173","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","11:00","Parcialmente cubierto","21°","44 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-174","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","11:30","Mayormente cubierto","21°","44 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-175","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","12:00","Parcialmente cubierto","20°","44 km/h","60%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-176","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","12:30","Parcialmente cubierto","21°","43 km/h","56%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
"1680190497-177","https://www.tutiempo.net/registros/gclp/1-diciembre-2021.html","Viernes 3 Diciembre 2021","13:00","Mayormente cubierto","22°","43 km/h","53%","1022 hPa","https://www.tutiempo.net/registros/gclp/3-diciembre-2021.html"
